Geneid,Genename,MDD.sgPFC.log2FoldChange,MDD.sgPFC.padj
ENSG00000179477,ALOX12B,0.423588933,0.01650935
ENSG00000179593,ALOX15B,0.383510663,0.151956358
ENSG00000012779,ALOX5,0.085973893,0.630501923
ENSG00000132965,ALOX5AP,0.376488392,0.210340054
ENSG00000179148,ALOXE3,-0.022161672,0.904545269
ENSG00000073331,ALPK1,0.331375503,0.028120762
ENSG00000136383,ALPK3,-0.121616689,0.285844946
ENSG00000162551,ALPL,-0.375658634,0.023049907
ENSG00000003393,ALS2,0.142040502,0.039026291
ENSG00000178038,ALS2CL,-0.210440817,0.247522494
ENSG00000155749,ALS2CR12,-0.002234834,0.985544066
ENSG00000052850,ALX4,-0.090442852,0.538806721
ENSG00000183684,ALYREF,-0.131246705,0.101459057
ENSG00000242110,AMACR,-0.043210665,0.760314996
ENSG00000110497,AMBRA1,-0.049893837,0.155470206
ENSG00000123505,AMD1,0.188959299,0.19030466
ENSG00000162066,AMDHD2,-0.370940622,0.009905052
ENSG00000184675,AMER1,-0.060904256,0.538605454
ENSG00000165566,AMER2,-0.02091288,0.828074034
ENSG00000178171,AMER3,-0.051795901,0.46703913
ENSG00000159461,AMFR,-0.031815686,0.621339872
ENSG00000104899,AMH,-0.412988141,0.162939827
ENSG00000181754,AMIGO1,0.01515046,0.852984087
ENSG00000139211,AMIGO2,-0.06233899,0.618138926
ENSG00000101935,AMMECR1,0.119390517,0.351075517
ENSG00000144233,AMMECR1L,-0.082319245,0.030558514
ENSG00000151743,AMN1,0.155759522,0.153132697
ENSG00000126016,AMOT,-0.174277755,0.317864377
ENSG00000166025,AMOTL1,-0.045449829,0.479302588
ENSG00000114019,AMOTL2,-0.235866783,0.007258127
ENSG00000116337,AMPD2,-0.174999845,0.019341195
ENSG00000133805,AMPD3,-0.11878654,0.065112366
ENSG00000078053,AMPH,0.159647207,0.349613796
ENSG00000145020,AMT,-0.119163198,0.272420484
ENSG00000240038,AMY2B,0.037545606,0.693966496
ENSG00000174945,AMZ1,-0.20392552,0.138901012
ENSG00000196704,AMZ2,0.087369825,0.09380073
ENSG00000153107,ANAPC1,0.207622514,0.013313892
ENSG00000164162,ANAPC10,0.134563576,0.097184443
ENSG00000141552,ANAPC11,-0.206891031,0.055243442
ENSG00000129055,ANAPC13,0.135656141,0.244689778
ENSG00000110200,ANAPC15,-0.03149941,0.742627574
ENSG00000166295,ANAPC16,-0.022402241,0.712843622
ENSG00000176248,ANAPC2,-0.267137652,0.052210846
ENSG00000053900,ANAPC4,0.234889735,0.025654063
ENSG00000089053,ANAPC5,0.063489815,0.265441701
ENSG00000196510,ANAPC7,-0.031910025,0.506905627
ENSG00000013523,ANGEL1,-0.019369025,0.727293446
ENSG00000174606,ANGEL2,0.193233128,0.006809267
ENSG00000154188,ANGPT1,0.170192562,0.316633068
ENSG00000091879,ANGPT2,0.081000687,0.671059731
ENSG00000116194,ANGPTL1,0.179728026,0.132198604
ENSG00000136859,ANGPTL2,-0.182485538,0.135672154
ENSG00000132855,ANGPTL3,0.479279651,0.017402578
ENSG00000167772,ANGPTL4,0.627101446,0.054680488
ENSG00000130812,ANGPTL6,-0.318582422,0.022567929
ENSG00000171819,ANGPTL7,-0.048717491,0.699074197
ENSG00000130173,ANGPTL8,-0.290868393,0.221357466
ENSG00000029534,ANK1,-0.24904499,0.057745805
ENSG00000145362,ANK2,0.144655615,0.10693086
ENSG00000151150,ANK3,0.186144087,0.046555745
ENSG00000151687,ANKAR,0.038727199,0.73558148
ENSG00000166839,ANKDD1A,0.000846447,0.993789828
ENSG00000189045,ANKDD1B,0.094068871,0.557895915
ENSG00000132623,ANKEF1,0.232473816,0.034525045
ENSG00000153930,ANKFN1,-0.005425601,0.969084567
ENSG00000185722,ANKFY1,-0.033309322,0.410696808
ENSG00000154122,ANKH,0.04664097,0.182115722
ENSG00000131503,ANKHD1,0.16293755,0.132442445
ENSG00000254996,ANKHD1-EIF4EBP3,0.200355876,0.070041967
ENSG00000001629,ANKIB1,0.043119012,0.757379952
ENSG00000160117,ANKLE1,-0.181241354,0.245387613
ENSG00000176915,ANKLE2,-0.026728116,0.492382326
ENSG00000144504,ANKMY1,-0.1943826,0.037491873
ENSG00000106524,ANKMY2,0.241801545,0.103717754
ENSG00000164331,ANKRA2,0.110597637,0.150766137
ENSG00000088448,ANKRD10,0.074095699,0.2573049
ENSG00000167522,ANKRD11,-0.12127301,0.079574409
ENSG00000101745,ANKRD12,0.360661411,0.012772201
ENSG00000076513,ANKRD13A,0.109579112,0.077719506
ENSG00000198720,ANKRD13B,-0.254524209,0.02107276
ENSG00000118454,ANKRD13C,0.192591898,0.010597067
ENSG00000172932,ANKRD13D,-0.254359013,0.005366545
ENSG00000134461,ANKRD16,-0.095199643,0.116529217
ENSG00000132466,ANKRD17,0.121713929,0.038375252
ENSG00000180071,ANKRD18A,-0.007666932,0.97309737
ENSG00000230453,ANKRD18B,0.029910184,0.888214785
ENSG00000165887,ANKRD2,-0.049992568,0.819894748
ENSG00000260691,ANKRD20A1,-0.112339853,0.556344774
ENSG00000172014,ANKRD20A4,0.075647218,0.770658153
ENSG00000163126,ANKRD23,-0.160661545,0.23670001
ENSG00000089847,ANKRD24,-0.301066562,0.0106063
ENSG00000107890,ANKRD26,0.239656953,0.059980568
ENSG00000105186,ANKRD27,0.011451501,0.81533779
ENSG00000206560,ANKRD28,0.179707598,0.036295756
ENSG00000154065,ANKRD29,-0.065341794,0.454486709
ENSG00000180777,ANKRD30B,0.101079717,0.508407708
ENSG00000163046,ANKRD30BL,0.053695546,0.767478432
ENSG00000164236,ANKRD33B,0.031324044,0.780138085
ENSG00000272031,ANKRD34A,-0.161759594,0.053493627
ENSG00000235711,ANKRD34C,0.120303409,0.500125445
ENSG00000198483,ANKRD35,-0.123058094,0.20133634
ENSG00000135976,ANKRD36,0.15950528,0.200945685
ENSG00000196912,ANKRD36B,0.167079488,0.279667523
ENSG00000174501,ANKRD36C,0.165703148,0.184241986
ENSG00000186352,ANKRD37,-0.088014994,0.646261756
ENSG00000213337,ANKRD39,-0.109925544,0.104764178
ENSG00000154945,ANKRD40,-0.121193114,0.282345829
ENSG00000137494,ANKRD42,0.164736416,0.00666068
ENSG00000065413,ANKRD44,-0.045052467,0.531666807
ENSG00000183831,ANKRD45,0.029178992,0.810454587
ENSG00000186106,ANKRD46,0.159465433,0.298016425
ENSG00000168876,ANKRD49,0.277050703,0.013350467
ENSG00000151458,ANKRD50,0.162744287,0.204009476
ENSG00000139645,ANKRD52,-0.119976168,0.056298509
ENSG00000144031,ANKRD53,-0.040894436,0.821063959
ENSG00000100124,ANKRD54,-0.150245976,0.020213908
ENSG00000164512,ANKRD55,-0.336188537,0.009960975
ENSG00000135299,ANKRD6,0.032194734,0.838898335
ENSG00000157999,ANKRD61,0.088654913,0.486651944
ENSG00000181626,ANKRD62,0.321135254,0.107567025
ENSG00000230778,ANKRD63,0.040385798,0.882407129
ENSG00000235098,ANKRD65,0.079663199,0.701205799
ENSG00000106013,ANKRD7,0.248332265,0.097444503
ENSG00000156381,ANKRD9,-0.336994977,0.017431073
ENSG00000064999,ANKS1A,-0.234543557,0.004377326
ENSG00000185046,ANKS1B,0.154112458,0.010162711
ENSG00000168096,ANKS3,-0.203855346,0.029687684
ENSG00000165138,ANKS6,-0.218981105,0.085722284
ENSG00000163516,ANKZF1,-0.027210238,0.838749398
ENSG00000011426,ANLN,-0.051632244,0.83279235
ENSG00000131620,ANO1,-0.168517494,0.116505102
ENSG00000160746,ANO10,0.036251339,0.41810303
ENSG00000047617,ANO2,0.149948769,0.516154817
ENSG00000134343,ANO3,0.259607774,0.226920958
ENSG00000151572,ANO4,0.063153083,0.401010603
ENSG00000171714,ANO5,0.26762262,0.006677208
ENSG00000177119,ANO6,0.200664586,0.079659383
ENSG00000146205,ANO7,-0.190367498,0.311433557
ENSG00000074855,ANO8,-0.290930092,0.038030332
ENSG00000011201,ANOS1,0.041607505,0.788032374
ENSG00000140350,ANP32A,0.172274644,0.015174244
ENSG00000136938,ANP32B,-0.104601719,0.533226636
ENSG00000139223,ANP32D,0.064667295,0.790592614
ENSG00000143401,ANP32E,0.208825401,0.03424864
ENSG00000166825,ANPEP,-0.207326786,0.32379211
ENSG00000169604,ANTXR1,0.056546545,0.679326272
ENSG00000163297,ANTXR2,0.064617278,0.524782312
ENSG00000135046,ANXA1,0.143015777,0.404776746
ENSG00000122359,ANXA11,-0.024444912,0.676090452
ENSG00000182718,ANXA2,0.408403147,0.052989239
ENSG00000177721,ANXA2R,-0.256267805,0.095867641
ENSG00000138772,ANXA3,0.164891558,0.437303957
ENSG00000196975,ANXA4,-0.087247325,0.292842069
ENSG00000164111,ANXA5,0.182956293,0.119143714
ENSG00000197043,ANXA6,0.01499042,0.895669782
ENSG00000138279,ANXA7,0.138865426,0.044624887
ENSG00000143412,ANXA9,-0.187364471,0.134905129
ENSG00000136250,AOAH,-0.041098569,0.830798925
ENSG00000131480,AOC2,-0.029355216,0.821795527
ENSG00000131471,AOC3,-0.028209212,0.933717552
ENSG00000138356,AOX1,0.183674305,0.165170154
ENSG00000138660,AP1AR,0.184001476,0.218742103
ENSG00000100280,AP1B1,-0.143711718,0.010057215
ENSG00000166747,AP1G1,0.21084789,0.012048237
ENSG00000213983,AP1G2,-0.029956261,0.880419869
ENSG00000072958,AP1M1,-0.043073283,0.462880567
ENSG00000106367,AP1S1,-0.05505636,0.753797588
ENSG00000182287,AP1S2,0.011749405,0.94486119
ENSG00000152056,AP1S3,0.072291195,0.494671174
ENSG00000196961,AP2A1,-0.143607773,0.044100271
ENSG00000183020,AP2A2,-0.112165831,0.094819873
ENSG00000006125,AP2B1,0.141719446,0.094158474
ENSG00000161203,AP2M1,-0.027471944,0.843732043
ENSG00000042753,AP2S1,-0.099802895,0.429543046
ENSG00000132842,AP3B1,0.185017446,0.066275776
ENSG00000103723,AP3B2,-0.074926539,0.301586433
ENSG00000065000,AP3D1,-0.122616986,0.006033232
ENSG00000185009,AP3M1,0.190256772,0.025179621
ENSG00000070718,AP3M2,0.117657404,0.459623384
ENSG00000177879,AP3S1,0.189974835,0.030766342
ENSG00000157823,AP3S2,-0.026624865,0.553794677
ENSG00000134262,AP4B1,0.039064301,0.635672914
ENSG00000081014,AP4E1,0.134234546,0.066220811
ENSG00000221838,AP4M1,-0.213020684,0.067583789
ENSG00000100478,AP4S1,0.089727247,0.042113284
ENSG00000254470,AP5B1,-0.251418369,0.013442785
ENSG00000053770,AP5M1,0.346146339,0.008460745
ENSG00000125843,AP5S1,-0.123878423,0.009960975
ENSG00000242802,AP5Z1,-0.333319428,0.03718741
ENSG00000120868,APAF1,0.213474069,0.012142062
ENSG00000107282,APBA1,-0.049650989,0.713225947
ENSG00000034053,APBA2,-0.091332412,0.205615504
ENSG00000011132,APBA3,-0.271146249,0.030261989
ENSG00000166313,APBB1,-0.119167183,0.104401848
ENSG00000077420,APBB1IP,-0.157439429,0.518860981
ENSG00000163697,APBB2,0.013103432,0.849995547
ENSG00000113108,APBB3,-0.127859168,0.175620034
ENSG00000134982,APC,0.12629824,0.216433278
ENSG00000115266,APC2,-0.347744047,0.006242471
ENSG00000154856,APCDD1,-0.338366777,0.02429525
ENSG00000164062,APEH,-0.200505817,0.004440756
ENSG00000100823,APEX1,0.025833351,0.732232847
ENSG00000169188,APEX2,-0.14614061,0.077659507
ENSG00000117362,APH1A,-0.101189563,0.197309745
ENSG00000138613,APH1B,0.118467582,0.087004901
ENSG00000166181,API5,0.278756153,0.01136175
ENSG00000149089,APIP,0.17725814,0.032950454
ENSG00000169621,APLF,0.068046687,0.637942491
ENSG00000171388,APLN,-0.319185504,0.080971222
ENSG00000134817,APLNR,0.3140146,0.138008048
ENSG00000105290,APLP1,-0.075122595,0.484880683
ENSG00000084234,APLP2,0.071414089,0.270249205
ENSG00000101474,APMAP,-0.021505322,0.832201602
ENSG00000124701,APOBEC2,0.062762864,0.746878861
ENSG00000244509,APOBEC3C,-0.147491258,0.424663026
ENSG00000239713,APOBEC3G,-0.061254671,0.73558148
ENSG00000100298,APOBEC3H,0.368929207,0.11777424
ENSG00000173627,APOBEC4,0.154519974,0.31251208
ENSG00000130208,APOC1,-0.229518648,0.364124197
ENSG00000189058,APOD,0.143769707,0.179163267
ENSG00000130203,APOE,-0.415437842,0.010971674
ENSG00000100342,APOL1,0.276829534,0.187746718
ENSG00000128335,APOL2,0.099402466,0.379819629
ENSG00000128284,APOL3,-0.125258917,0.491365494
ENSG00000221963,APOL6,0.384139308,0.053248092
ENSG00000178878,APOLD1,0.35905268,0.272209264
ENSG00000204444,APOM,-0.180349521,0.144739994
ENSG00000184831,APOO,0.04163881,0.805325977
ENSG00000155008,APOOL,0.168439701,0.199234611
ENSG00000256053,APOPT1,0.009254485,0.85605939
ENSG00000142192,APP,0.105014989,0.315100304
ENSG00000062725,APPBP2,0.261300213,0.019719533
ENSG00000157500,APPL1,0.224064771,0.014731008
ENSG00000136044,APPL2,-0.032052451,0.695713659
ENSG00000198931,APRT,-0.311473042,0.00759571
ENSG00000137074,APTX,0.035953763,0.729759887
ENSG00000240583,AQP1,0.389637547,0.137965926
ENSG00000178301,AQP11,-0.10679451,0.118633349
ENSG00000165272,AQP3,0.001627849,0.994554576
ENSG00000171885,AQP4,0.330927471,0.023164581
ENSG00000161798,AQP5,-0.578554983,0.012390124
ENSG00000103569,AQP9,0.198956448,0.227265321
ENSG00000021776,AQR,0.241904223,0.008236709
ENSG00000169083,AR,-0.267180408,0.050629144
ENSG00000078061,ARAF,-0.164187773,0.159035629
ENSG00000186635,ARAP1,-0.278053138,0.006677208
ENSG00000047365,ARAP2,0.165868262,0.095526047
ENSG00000120318,ARAP3,0.030446947,0.852793754
ENSG00000198576,ARC,-0.130321894,0.773051943
ENSG00000095139,ARCN1,0.193300406,0.022766129
ENSG00000119682,AREL1,-0.005460605,0.926906412
ENSG00000143761,ARF1,-0.021441132,0.760314996
ENSG00000134287,ARF3,0.042089421,0.59764917
ENSG00000168374,ARF4,0.221585003,0.016012957
ENSG00000004059,ARF5,-0.2061468,0.148850632
ENSG00000165527,ARF6,0.067956376,0.306231017
ENSG00000101199,ARFGAP1,-0.243649066,0.015306723
ENSG00000149182,ARFGAP2,-0.071304555,0.112379202
ENSG00000242247,ARFGAP3,0.076992137,0.262218376
ENSG00000066777,ARFGEF1,0.160702017,0.22983195
ENSG00000124198,ARFGEF2,0.126172857,0.048977445
ENSG00000112379,ARFGEF3,0.054138695,0.724509556
ENSG00000164144,ARFIP1,0.139824174,0.036615657
ENSG00000132254,ARFIP2,-0.063477668,0.347389606
ENSG00000101246,ARFRP1,-0.158610059,0.119512863
ENSG00000118520,ARG1,0.457399358,0.025217291
ENSG00000081181,ARG2,0.06930225,0.355685174
ENSG00000134884,ARGLU1,0.045564167,0.571573077
ENSG00000175220,ARHGAP1,-0.072981594,0.164658477
ENSG00000071205,ARHGAP10,0.010149133,0.925494428
ENSG00000198826,ARHGAP11A,0.099383307,0.427432167
ENSG00000165322,ARHGAP12,0.169909478,0.061459557
ENSG00000140750,ARHGAP17,-0.053670578,0.545394543
ENSG00000146376,ARHGAP18,0.162416151,0.15081257
ENSG00000213390,ARHGAP19,0.069847708,0.56013591
ENSG00000269891,ARHGAP19-SLIT1,-0.147671411,0.341345994
ENSG00000137727,ARHGAP20,0.071367566,0.5288827
ENSG00000107863,ARHGAP21,0.070126102,0.239551911
ENSG00000128805,ARHGAP22,-0.290731628,0.004082088
ENSG00000275832,ARHGAP23,-0.273717445,0.00820956
ENSG00000138639,ARHGAP24,0.041075812,0.645821968
ENSG00000163219,ARHGAP25,-0.020469808,0.862575998
ENSG00000145819,ARHGAP26,0.113466891,0.038651873
ENSG00000159314,ARHGAP27,-0.238204442,0.115383347
ENSG00000088756,ARHGAP28,0.226260303,0.045224475
ENSG00000137962,ARHGAP29,0.100858088,0.454849429
ENSG00000186517,ARHGAP30,0.096757092,0.460041289
ENSG00000031081,ARHGAP31,-0.167652408,0.225415064
ENSG00000134909,ARHGAP32,0.116244501,0.115133129
ENSG00000004777,ARHGAP33,-0.220882174,0.033748476
ENSG00000160007,ARHGAP35,-0.043002815,0.340224287
ENSG00000147256,ARHGAP36,-0.186619265,0.218426478
ENSG00000147799,ARHGAP39,-0.260570033,0.080072747
ENSG00000089820,ARHGAP4,-0.220609411,0.168151705
ENSG00000165895,ARHGAP42,-0.023056579,0.887927744
ENSG00000006740,ARHGAP44,-0.077476649,0.171016767
ENSG00000180448,ARHGAP45,-0.297977556,0.019897581
ENSG00000100852,ARHGAP5,0.307861719,0.032854194
ENSG00000047648,ARHGAP6,-0.027157596,0.844669982
ENSG00000123329,ARHGAP9,-0.203001707,0.124215083
ENSG00000141522,ARHGDIA,-0.121045082,0.030016194
ENSG00000111348,ARHGDIB,0.054102548,0.769961832
ENSG00000242173,ARHGDIG,-0.315587463,0.012859726
ENSG00000076928,ARHGEF1,-0.246634867,0.0764823
ENSG00000104728,ARHGEF10,-0.065193129,0.689214658
ENSG00000074964,ARHGEF10L,-0.250435144,0.010093918
ENSG00000132694,ARHGEF11,-0.035616887,0.353769598
ENSG00000196914,ARHGEF12,0.147659993,0.028863654
ENSG00000198844,ARHGEF15,-0.551450855,0.00643382
ENSG00000130762,ARHGEF16,-0.224642333,0.219125951
ENSG00000110237,ARHGEF17,-0.129314605,0.128169585
ENSG00000104880,ARHGEF18,-0.139406727,0.101459057
ENSG00000116584,ARHGEF2,-0.150918608,0.005781411
ENSG00000240771,ARHGEF25,-0.082267995,0.375728129
ENSG00000114790,ARHGEF26,-0.078740322,0.55848035
ENSG00000214944,ARHGEF28,0.262531876,0.006687813
ENSG00000163947,ARHGEF3,0.189165316,0.079308735
ENSG00000214694,ARHGEF33,0.003000262,0.975992817
ENSG00000183111,ARHGEF37,-0.18596792,0.069083045
ENSG00000136002,ARHGEF4,-0.249668146,0.005382283
ENSG00000165801,ARHGEF40,-0.313880985,0.008608901
ENSG00000129675,ARHGEF6,0.050313191,0.733538673
ENSG00000102606,ARHGEF7,0.077419281,0.175137869
ENSG00000131089,ARHGEF9,0.08978075,0.580703892
ENSG00000117713,ARID1A,-0.068155323,0.098345057
ENSG00000049618,ARID1B,-0.086492908,0.460435381
ENSG00000189079,ARID2,0.15874432,0.023738355
ENSG00000116017,ARID3A,-0.041234567,0.732207269
ENSG00000179361,ARID3B,-0.214089895,0.048731993
ENSG00000205143,ARID3C,-0.136085674,0.479898464
ENSG00000032219,ARID4A,0.299555639,0.018293375
ENSG00000054267,ARID4B,0.188672315,0.025689925
ENSG00000196843,ARID5A,0.299997056,0.168571748
ENSG00000150347,ARID5B,0.320950099,0.002590843
ENSG00000166233,ARIH1,0.241458361,0.013390757
ENSG00000177479,ARIH2,-0.07741495,0.033985302
ENSG00000221883,ARIH2OS,-0.128713821,0.19031181
ENSG00000120805,ARL1,0.314766416,0.007381115
ENSG00000175414,ARL10,0.131194272,0.02162139
ENSG00000174225,ARL13A,0.330450549,0.053627293
ENSG00000169379,ARL13B,0.149501386,0.064453663
ENSG00000152219,ARL14EP,0.316990196,0.006023572
ENSG00000185305,ARL15,0.276125228,0.035845041
ENSG00000214087,ARL16,-0.150774253,0.029760217
ENSG00000185829,ARL17A,0.408836687,0.048353623
ENSG00000228696,ARL17B,0.346926668,0.090116152
ENSG00000213465,ARL2,-0.099950147,0.42054186
ENSG00000102931,ARL2BP,-0.196502084,0.095197348
ENSG00000138175,ARL3,0.076814199,0.151956358
ENSG00000122644,ARL4A,0.365502735,0.028432023
ENSG00000188042,ARL4C,-0.032573862,0.798795955
ENSG00000175906,ARL4D,-0.279558501,0.098463806
ENSG00000162980,ARL5A,0.125378843,0.18563915
ENSG00000165997,ARL5B,0.419499077,0.003247548
ENSG00000113966,ARL6,0.242558502,0.051995499
ENSG00000170540,ARL6IP1,0.338148586,0.016974377
ENSG00000144746,ARL6IP5,0.185813408,0.147514535
ENSG00000177917,ARL6IP6,-0.174863253,0.071256791
ENSG00000143862,ARL8A,-0.086864305,0.105415906
ENSG00000134108,ARL8B,0.212934716,0.067587061
ENSG00000196503,ARL9,0.10324485,0.48720853
ENSG00000104442,ARMC1,0.181657725,0.212313641
ENSG00000170632,ARMC10,0.057580523,0.681938152
ENSG00000157343,ARMC12,-0.076162409,0.672881645
ENSG00000118690,ARMC2,0.0612034,0.651219482
ENSG00000165309,ARMC3,0.301548705,0.027922091
ENSG00000140691,ARMC5,-0.260323184,0.011819399
ENSG00000105676,ARMC6,-0.186104362,0.011736573
ENSG00000125449,ARMC7,-0.26013335,0.002471352
ENSG00000114098,ARMC8,0.192074268,0.011995135
ENSG00000135931,ARMC9,-0.004586857,0.948304898
ENSG00000126947,ARMCX1,0.023956605,0.839066011
ENSG00000184867,ARMCX2,-0.036632674,0.780758153
ENSG00000102401,ARMCX3,0.0526168,0.73056303
ENSG00000196440,ARMCX4,0.011169708,0.932014637
ENSG00000125962,ARMCX5,0.167747326,0.175008558
ENSG00000198960,ARMCX6,-0.000810331,0.994122726
ENSG00000198520,ARMH1,-0.124955597,0.404059807
ENSG00000120029,ARMH3,0.049436306,0.18770217
ENSG00000139971,ARMH4,0.135088994,0.077659507
ENSG00000146476,ARMT1,0.24287754,0.061631077
ENSG00000143437,ARNT,-0.004717073,0.927093567
ENSG00000172379,ARNT2,-0.084111654,0.05769758
ENSG00000133794,ARNTL,0.147100916,0.030002993
ENSG00000029153,ARNTL2,0.158274992,0.092559859
ENSG00000241685,ARPC1A,-0.0571153,0.667224468
ENSG00000130429,ARPC1B,-0.168278697,0.31004358
ENSG00000163466,ARPC2,0.110494265,0.112099872
ENSG00000111229,ARPC3,0.229702187,0.015849589
ENSG00000241553,ARPC4,-0.080866981,0.184480157
ENSG00000162704,ARPC5,0.101357884,0.193363772
ENSG00000136950,ARPC5L,-0.106701708,0.410293158
ENSG00000242498,ARPIN,-0.043421174,0.579962421
ENSG00000128989,ARPP19,0.163502361,0.19509
ENSG00000172995,ARPP21,0.060425353,0.667224468
ENSG00000120500,ARR3,-0.261699532,0.123053848
ENSG00000137486,ARRB1,-0.09141352,0.063131826
ENSG00000141480,ARRB2,-0.005780021,0.935869569
ENSG00000197070,ARRDC1,-0.362422213,0.020002083
ENSG00000105643,ARRDC2,-0.230160928,0.120937872
ENSG00000113369,ARRDC3,0.848015175,2.25E-07
ENSG00000140450,ARRDC4,0.158100105,0.162271602
ENSG00000100299,ARSA,-0.290458115,0.028762361
ENSG00000113273,ARSB,-0.035289355,0.488953903
ENSG00000006756,ARSD,-0.107345129,0.43237493
ENSG00000157399,ARSE,-0.328826342,0.025284425
ENSG00000062096,ARSF,-0.379444804,0.012402489
ENSG00000141337,ARSG,0.089423973,0.09347626
ENSG00000183876,ARSI,-0.143051801,0.461461667
ENSG00000180801,ARSJ,0.10161654,0.395601676
ENSG00000164291,ARSK,0.247058265,0.017912949
ENSG00000156219,ART3,0.111813093,0.445166136
ENSG00000117407,ARTN,-0.16216839,0.392874012
ENSG00000173409,ARV1,0.12360668,0.095773373
ENSG00000099889,ARVCF,-0.315817965,0.01037148
ENSG00000004848,ARX,-0.252546672,0.054839288
ENSG00000104763,ASAH1,0.11037142,0.360440952
ENSG00000204147,ASAH2B,0.206767341,0.221012026
ENSG00000153317,ASAP1,0.047128533,0.730268499
ENSG00000151693,ASAP2,-0.148429672,0.034533907
ENSG00000088280,ASAP3,0.015667891,0.914103915
ENSG00000065802,ASB1,-0.076842494,0.076098759
ENSG00000196372,ASB13,-0.181502083,0.027196849
ENSG00000239388,ASB14,0.257287739,0.046490983
ENSG00000161664,ASB16,-0.207142719,0.163524979
ENSG00000100628,ASB2,-0.164456513,0.225070394
ENSG00000115239,ASB3,0.055528386,0.558972234
ENSG00000148331,ASB6,-0.209248876,0.053751857
ENSG00000183475,ASB7,0.085945007,0.146022334
ENSG00000177981,ASB8,0.052677288,0.324210001
ENSG00000138303,ASCC1,0.120207934,0.017621379
ENSG00000100325,ASCC2,-0.155545611,0.018293375
ENSG00000112249,ASCC3,0.203351197,0.15410466
ENSG00000139352,ASCL1,-0.246795128,0.043892557
ENSG00000183734,ASCL2,-0.168220331,0.423509238
ENSG00000232237,ASCL5,-0.242385722,0.10346383
ENSG00000111875,ASF1A,0.176160787,0.195251004
ENSG00000141505,ASGR1,-0.218406839,0.022441974
